id(sha1);sha256;DDOS SCORE;family;size;bits;arch;bintype;endianess;lang;static;stripped;decompiled;DDOS Str score;dynamic IP;static IP;User agent;NET files;SYS files;PROC files;AUTOINSTALL bins;HIST files;SYS calls;while ratio;code suspect lines ration;functions;line/func ratio;whiles;source file
35b6330d7bf24c259cd8b7f274acbef164ece7b6;a72e543d1278cb362dc06458e37018ec879f5c00a0d120ec3501c005f651bd50;0.35;Tsunami;78106;32;ppc;elf;big;c;1;0;1;65.33;0;0;0;1;1;0;0;0;1;20.28;1.32;210;272;97;../dataset2/NewMalware/files/f0e67159-6990-48bc-ab6e-fa175a5e3858/stage2/besutopowerpcs
36a509b04652f1ec07cee5f2d912549b66ac9405;d9c6511ab1b8bd263e0d8754c855460823cd7bbb33794c9f16f4bef19d45f0ad;0.09;;52876;32;m68k;elf;big;c;1;1;0;0.67;0;1;0;0;1;0;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/85aaaa43-b33a-481f-874d-fe005fc08fc7/stage2/Katrina.m68k
36ea3cd8be7d7827a7868b105a7f0eb8ce72e6b2;9a79ffd86cd4189fc04e4d240180f1891dab22da4cb4cc2926304b72c231b2a8;0.09;Mirai;64108;32;mips;elf;big;c;1;1;1;0.00;0;1;0;0;1;0;0;0;0;9.50;0.58;125;388;51;../dataset2/mirai/9a79ffd86cd4189fc04e4d240180f1891dab22da4cb4cc2926304b72c231b2a8
36eae9b881af69cb92e1129608866825085742be;7a5c806a6d967ac494a50b90876e03ead25ac7820282b7756369987bb3b48586;0.12;Mirai;48164;32;ppc;elf;big;c;1;1;1;0.00;0;1;0;0;1;0;0;0;0;13.53;0.45;149;288;91;../dataset2/NewMalware/files/c9dc29cc-107b-4c47-a207-aba421426cdd/stage2/Josho.ppc
370fe2edcc9ad9bda46188e207196a3a0129cee4;516f53c666ee68df6bb90ea079c91bcea43d8331f3f11cd9936a8f5ab4c7b868;0.71;Gafgyt;182121;32;mips;elf;little;c;1;0;1;69.33;1;1;1;1;1;1;1;1;1;8.26;0.48;255;698;130;../dataset2/NewMalware/files/58acf3ff-7c35-4036-8a96-cbc3677a3d88/stage2/void_mipsel
37ddbb50f6e7608ae6d7b55849ca4d762cee31fd;afe78a2d4ffed8f0592380f50e6c84c1e34153a2961dbbe3aa674e3b87f8cc8f;0.29;Tsunami;160727;32;ppc;elf;big;c;1;0;1;67.33;0;1;0;1;1;0;0;0;1;6.38;0.44;557;425;164;../dataset2/misc/930d487a-058e-475e-bd15-66430c866a0e.dat
37fe9f537d79093645b8103f3a9924ded295f6bf;be96538bbac20ebcca6fe030b34b02c7e0d74bf3bbd2c629a782c1cf6a62242e;0.29;;75561;32;arm;elf;little;c;1;0;1;42.67;0;1;0;1;1;0;0;0;0;25.90;1.11;208;217;112;../dataset2/NewMalware/files/55a6361a-7f4f-4e53-98d7-0a3d947a6be0/stage2/r00tyarm5
385b7f774a0848d77b48d11cec530ba350ae2445;39f53a767a9d5b4f7b7f431d11f9b5f7c057bc5ea2741748c998985079e472f9;0.26;Gafgyt;78602;32;m68k;elf;big;c;1;0;0;42.67;0;1;0;1;1;0;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/9ef62a42-a27d-4261-937f-3c654b5b7ee1/stage2/xans9
385d85121dcc4f7d3301e8b835868f1e8c03e9b8;7a18c57f990b316184353046b3aeb1e55781b2ad0ef9ece36fcbef88a2ceff95;0.12;Mirai;68732;32;mips;elf;little;c;1;1;1;0.00;0;1;0;0;1;0;0;0;0;10.57;0.45;124;438;51;../dataset2/mirai/7a18c57f990b316184353046b3aeb1e55781b2ad0ef9ece36fcbef88a2ceff95
38a5ea27674adc8ac59561e3125e1470b0bb514b;3c978a655ddc963dfb2eff77bf81944a2e7d50c14c5a81ef85bcdf8091a968f5;0.35;Tsunami;82499;32;x86;elf;little;c;1;0;1;65.33;0;0;0;1;1;0;0;0;1;28.61;1.58;257;227;294;../dataset2/NewMalware/files/f0e67159-6990-48bc-ab6e-fa175a5e3858/stage2/besutoi486s
38b3c43d4b37eb25f8e0c8de859ad6ef69634c1e;e931bad99aa4f513c7a1cd97c069f8b45090ecffc3ca950c3684d85e3e24cea0;0.29;Mirai;49756;32;x86;elf;little;c;1;1;1;2.00;0;1;0;0;1;0;0;0;0;35.70;4.15;108;184;15;../dataset2/NewMalware/files/2d5a1ae3-a304-46b9-9fd8-6a0484ec45ae/stage1.dat
397645c46a20ae231863ea91882850dd3ba25ea7;6e2e1da574561a9899e28e1576a58c68d56706a4f4cc0d80776061fb77a9b201;0.21;;79804;32;mips;elf;big;c;1;1;1;16.00;0;0;0;1;1;1;0;0;0;12.23;0.39;134;577;63;../dataset2/NewMalware/files/cfc607e4-a702-42c8-a8f5-61fa20a0b3a0/stage2/besuto.mips
3a0ac3b736c86424c61dff99aa70c5b4cf230225;8dd4c4348f17adc55e703207b7863b8d6d034385ac0efb96426f9675f9e24a15;0.82;;113334;32;x86;elf;little;c;1;0;1;66.67;1;1;1;1;1;1;1;1;1;22.07;2.17;257;238;134;../dataset2/NewMalware/files/5502145a-19cc-4811-8bab-55dba1c4b268/stage2/ftp
3a3093e3039c76339d054a8d053a09de96a1752e;878c5932da2fb0746ed39a150750cfba037fdceb3f3147676d374ff54bebdd63;0.12;Mirai;67484;32;mips;elf;big;c;1;1;1;0.00;0;1;0;0;1;0;0;0;0;12.59;0.63;124;344;48;../dataset2/mirai/878c5932da2fb0746ed39a150750cfba037fdceb3f3147676d374ff54bebdd63
3aa8499afef049d1b0d4377924797ccd4aaf7a49;f9f30f5d76d0c7ca016c166aa52fc01c2547f0849175d33a0981a9f26879b040;0.18;;45660;32;x86;elf;little;c;1;1;1;2.00;0;1;0;0;1;0;0;0;0;27.49;1.91;109;163;15;../dataset2/NewMalware/files/4b471604-8852-4565-9980-133b022a88d1/stage1.dat
3abf5262d78cb1230583dec7250f9f4536615afb;0870df90c99e1ef25b82e2e6cde0e561fc65b537e7c5bd70b5bc638e23ed4dc7;0.71;Gafgyt;138072;32;mips;elf;little;c;1;0;1;72.67;1;1;1;1;1;1;1;1;0;11.16;0.55;247;536;127;../dataset2/NewMalware/files/e5c62528-c4da-477e-a023-204d41e697b7/stage2/sshd
3ae3885fa0ef8d4250581d340ec5347920a2f295;5bac1141a3eea95f0b6e4755efa4138c89fba456b4990cb0678d7009683dc66d;0.15;Mirai;41564;32;x86;elf;little;c;1;1;1;2.00;0;0;0;0;1;0;0;0;0;27.52;2.00;91;102;7;../dataset2/mirai/5bac1141a3eea95f0b6e4755efa4138c89fba456b4990cb0678d7009683dc66d
3be0e026463ccdfae3e0f73869e579a8cb295617;4fabf659325125e322c2d041cbcb910b8ee95aceada41f24cdca834d937def4f;0.96;;113517;32;m68k;elf;big;c;1;0;0;83.33;1;1;1;1;1;1;1;1;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/673abf15-d896-4803-b18d-14a66b9892ef/stage2/bassbootspftp
3d162d9d02bb5da6c73f11983f9b55ffccb6164c;db881a997894a9c9f30227dffbeda38074df09d10157221de162e513167c5636;0.76;;151098;32;arm;elf;little;c;1;0;1;76.67;1;1;1;1;1;1;1;1;1;19.37;1.92;273;260;190;../dataset2/NewMalware/files/b26b08f5-b89e-4712-9650-ff2b41229eff/stage2/apache2
3d1f1f42271d5766285738ead37baa04325aed91;df01579f4248ff0d6c52c7de660883bafca175a53136c0166a832c19642362b9;0.74;;141142;32;mips;elf;little;c;1;0;1;83.33;1;1;1;1;1;1;1;1;1;11.38;0.69;247;523;163;../dataset2/NewMalware/files/f7a2a6ff-d231-4072-ae75-179878595066/stage2/bassbootsmipsel
3d21aec77bb60d6a819d490d7165f73125087674;150cc7b20213cb8946c8f5377bdcdad93819cc3be5ce938bf45c0b7f0f3262bd;0.21;;58284;32;ppc;elf;big;c;1;1;1;16.00;0;0;0;1;1;1;0;0;0;12.08;0.34;152;422;96;../dataset2/NewMalware/files/93b31618-2cbc-43f4-a706-557c3cace964/stage1.dat
3d23ca9eaecb86f51188710373bc45d92bd6240d;0f9462f71fbb4997971db862e5c9a7b6c614e136ec3c5b66a932305ccc072714;0.96;;137773;32;sh;elf;little;c;1;0;0;76.67;1;1;1;1;1;1;1;1;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/68a54e0c-d43c-4af1-a340-7f6eeebe4a55/stage2/openssh
3d29fe9bcb348a9cc10e21bbde1c1cbf3733d0e7;0b770386e9b40f5941af4cd926084542431459fa2d2defaabbceaa90d6c00ad2;0.12;;71528;32;mips;elf;little;c;1;1;1;0.00;0;1;0;0;1;0;0;0;0;14.29;0.48;124;458;48;../dataset2/NewMalware/files/d518a0d5-34ce-4e04-8597-0b8cf6cd3a5d/stage2/Josho.mpsl
3d34c42463d7a0d21fce25f3dc7221ff058de918;a3bec9f85a50e78d0fef572a99743b1bfd7280ed0de349a17fe50028abeda6c5;0.76;;149772;32;ppc;elf;big;c;1;0;1;76.67;1;1;1;1;1;1;1;1;1;13.69;1.98;262;332;245;../dataset2/NewMalware/files/68a54e0c-d43c-4af1-a340-7f6eeebe4a55/stage2/cron
3d527332ebb97e6df591331ef0a1f9c82e104a6d;136eafa4c4b5548575f198df64cff89e2779fe6e4e80fba9ba4cdcc1bcc6e6a9;0.15;Mirai;75680;32;mips;elf;little;c;1;1;1;6.67;0;0;0;0;1;0;0;0;0;22.04;0.52;113;703;33;../dataset2/mirai/136eafa4c4b5548575f198df64cff89e2779fe6e4e80fba9ba4cdcc1bcc6e6a9
3e0dc8ae3f25055a0ea61fdc3b9f18da05ccf5ae;b7fa9898b1fe25b9133f4fb6fd3e6cf4bf3a768acb59046f70ecf66d21182021;0.24;Mirai;118029;32;arm;elf;little;c;1;0;1;53.33;0;0;0;0;1;1;0;0;0;19.26;1.16;261;317;236;../dataset2/mirai/b7fa9898b1fe25b9133f4fb6fd3e6cf4bf3a768acb59046f70ecf66d21182021
3e614328e8f03987a78959c35dc210dd0410c89c;70150355d9bed999d7f0751f077972e71208583545f2775d814938478313c935;0.26;Mirai;30160;32;arm;elf;little;c;1;1;1;22.00;0;0;1;0;1;0;0;0;0;16.52;0.69;141;176;75;../dataset2/mirai/70150355d9bed999d7f0751f077972e71208583545f2775d814938478313c935
3e6549fb99217346a40bc524bad987c740623ae6;97aaaa65e078e1d2dfc89c1d0a3e47dd5ced8a516ec6b6442317aeccb80d4d8e;0.15;Mirai;70912;32;arm;elf;little;c;1;1;1;18.67;0;0;0;0;1;1;0;0;0;17.73;0.43;206;361;152;../dataset2/NewMalware/files/6ed944ea-6c42-4377-9e2d-ab1076f480eb/stage1.dat
3f29c1b920021174722c3f3ada5f5fd28f3419d2;75b95bad6851e6439d09b691aaa8ae490db86e2fed971742ef0ba70f447ab6e2;0.09;;52596;32;m68k;elf;big;c;1;1;0;0.67;0;1;0;0;1;0;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/5a1c500f-ffeb-4a28-bad7-1e387ff2a603/stage2/Katrina.m68k
3f41d6ef9e8ed1bc163990e8891379c0398d98b1;bbecacd1ceecb9c7080a1e17da35db2c2bcbf6b600faf39162c6084e5b0f0c74;0.47;Tsunami;52184;32;x86;elf;little;c;1;1;1;58.67;1;0;1;1;1;0;0;0;0;25.67;0.75;219;210;76;../dataset2/NewMalware/files/3f884a9f-1b68-4720-a2b5-d8ff2957104c/stage2/boti586final
3f497dfd5e7f7d05922f454beade8d6aec26be12;60a30b2f0a18c3e879b9e2e93690d03c6b956bdb286151c787da1bda6dc07113;0.15;Mirai;50464;32;x86;elf;little;c;1;1;1;2.00;0;0;0;0;1;0;0;0;0;26.13;1.80;113;163;17;../dataset2/NewMalware/files/fcb2be76-a19e-4c0d-b590-295ea72626ee/stage2/xPlex.x86
3faf3d7adf00125200138a02f54f207b81fa847b;ac95f78e4ac688a7dec00e822c42033e8615d13abf9f15787563691db3888f11;0.04;Mirai;55212;32;sparc;elf;big;c;1;1;0;0.67;0;0;0;0;1;0;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/72ef3467-4d95-42db-8510-2c628e4e7dd6/stage1.dat
4012ca2e0a127a357b1bf906a0fd28b30bf4ed6b;dc3cfa4d1f31b0e9278cc57926345663e31c65467b28afcd649464bdfd2ec975;0.09;;51024;32;sh;elf;little;c;1;1;0;0.67;0;1;0;0;1;0;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/5a1c500f-ffeb-4a28-bad7-1e387ff2a603/stage2/Katrina.sh4
4022ddf23ae3816f2038b4fbde6186f6c6b593b8;9a9d5648c13817a3284a7e7a0fb02bcc9f3b8808b2b8e4a3fa6f209ca0a2dcc4;0.44;Tsunami;67204;32;ppc;elf;big;c;1;1;1;56.67;1;0;1;1;1;0;0;0;0;18.44;0.42;213;266;98;../dataset2/NewMalware/files/3f884a9f-1b68-4720-a2b5-d8ff2957104c/stage2/botpowerpcfinal
404ad141b20ff5948937b6b35e118ba3ace279ed;10385eaea016bdad353876935b049e25d869b90d7051b1c1a6a8305c2bdc9df5;0.50;;152314;32;x86;elf;little;c;1;0;1;72.00;1;1;1;1;1;0;0;0;1;9.79;0.80;583;276;184;../dataset2/NewMalware/files/f06331d0-541b-4b92-a3cd-d2d34ba962aa/stage2/XDzdfxzf
406878ed724639f483bbb21bde0a327a7c6033ca;284f83737d482fef80ea394e39e1132f49e8bf4905f9c8fae29592623cbc9d53;0.35;;67460;32;arm;elf;little;c;1;1;1;41.33;1;1;0;1;1;1;0;0;0;23.55;0.76;223;228;170;../dataset2/NewMalware/files/c49cda14-e2c5-4c06-af8f-b6b790879e36/stage2/botarmv4lfinal
406a2a4b0da407bf7686b4e3f222f29e28ae71e7;9c844c3c927bf0ecdddeb83109369bcc7609e3890f2f810d6f6dd87e4116f6e5;0.96;Gafgyt;137083;32;sparc;elf;big;c;1;0;0;76.67;1;1;1;1;1;1;1;1;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/6aff4061-45ff-4c27-9a4f-29fb46166057/stage2/sh
4089099f2b1bcd44bb6d4507af10ef9a14cecd15;dd7d9b13b7c8895542211038cc6e18c9590f9c758cdf5069ebf5ae84c046713a;0.50;Tsunami;233276;32;mips;elf;big;c;1;0;1;68.67;1;1;1;1;1;0;0;0;1;4.50;0.22;581;730;148;../dataset2/NewMalware/files/f06331d0-541b-4b92-a3cd-d2d34ba962aa/stage2/GHfjfgvj
4094c9cf2f6edf64bb448460babcb316f6e563ab;a5c266932d4ef5e82b4a485f6421c40f854b174491e1ec86a7b9ec621f2be2ad;0.09;Mirai;63384;32;mips;elf;big;c;1;1;1;0.00;0;1;0;0;1;0;0;0;0;9.87;0.58;121;394;52;../dataset2/NewMalware/files/15d037b4-8a9f-4db3-be76-35b35fafdfa3/stage1.dat
40bc3bd1e64b65bd5b9db284b14a93934684c897;442759d3c6e58f28f7803aeb43e8358970c99e341abd9c775b866d2a72f48882;0.38;;134911;32;arm;elf;little;c;1;0;1;47.33;0;1;0;1;1;1;0;0;0;34.75;1.41;359;167;264;../dataset2/NewMalware/files/55a6361a-7f4f-4e53-98d7-0a3d947a6be0/stage2/r00tyarm7
40de69a347072047a8e2bed9870d35334f39950a;93f8a729f422f8e2afbf171105d3eb89ba96b72ada017578915b1d74fcf4ff1f;0.71;;164465;32;mips;elf;little;c;1;0;1;80.00;1;1;1;1;1;1;1;1;1;9.74;0.60;255;593;150;../dataset2/NewMalware/files/4d02d779-b232-409c-ad7b-e33552e14dd3/stage2/sshd
40e3b8fcf2aceabfc9f1fe2ccc77a9e2c4394c3c;22344b7ef9cafb9145016bddf9496e7e2f3a569b5ea62a0627d1a0e2693d95e5;0.29;Mirai;121614;32;arm;elf;little;c;1;0;1;52.67;0;1;0;0;1;1;0;0;0;22.44;1.48;273;284;278;../dataset2/NewMalware/files/575476b2-2700-495f-85ee-2629ba68f6c8/stage1.dat
427069dcbe5451a3c94f1191a5a290597229947d;054f8cad2e5dc9874a027b3d2d373faad719839b3d5e2578aa8f454876d0fa66;0.43;;83857;64;x86;elf;little;c;1;0;0;58.00;1;1;0;1;1;1;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/d0ae39d3-a23a-4e30-a8ed-5d89d41ecbf7/stage2/bash
428b8b9ca6d09868dfcd53d1ead96b3ae263df14;06d5176ab8aa4e24bf15d3e6ba0cf08c12e538a771457e27ebdc305a069da239;0.74;;109256;32;ppc;elf;big;c;1;0;1;83.33;1;1;1;1;1;1;1;1;0;15.54;1.55;251;299;202;../dataset2/NewMalware/files/f7a2a6ff-d231-4072-ae75-179878595066/stage2/bassbootsppc
4292b8f3d0d079c5dae286f3545d089d91725b0c;5a69c5fe5f2c7b5fd499307924af780462538c2602b05642e69166a558dcad50;0.09;Mirai;68256;32;mips;elf;big;c;1;1;1;0.00;0;0;0;0;1;0;0;0;0;16.02;0.52;125;436;51;../dataset2/NewMalware/files/eedfebee-5c85-4f43-8d22-ed112787a257/stage1.dat
431f153845ff8789f3b12d3f730f0955bd6f4f69;f356a621250d0d4277c5c7483e01044dbab512da6b3be4e50f06051570a5f76f;0.04;Mirai;44660;32;m68k;elf;big;c;1;1;0;0.67;0;0;0;0;1;0;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/mirai/f356a621250d0d4277c5c7483e01044dbab512da6b3be4e50f06051570a5f76f
438c3f7d92845105da31a8706c2758d330e4e052;cad5a4feaf2493559859f46c7a7f992d3e557773f60c7490ad250ad07de3d8e4;0.96;Gafgyt;135337;32;arm;elf;little;c;1;0;0;69.33;1;1;1;1;1;1;1;1;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/69602e08-9736-431f-aedb-3a5947b535bd/stage2/apache2
4412ed969bfdc2dcd3e04450ea474e33678bf1ca;e97aece0e9857cadb46ce7ddf1d9f95c28f5ffc05ad72ee3d72d633640bbcfb0;0.21;Mirai;58284;32;ppc;elf;big;c;1;1;1;16.00;0;0;0;1;1;1;0;0;0;12.17;0.35;152;423;99;../dataset2/NewMalware/files/d42b4d28-3318-44cd-a0dc-60d0203faadc/stage1.dat
441e938cdb1dd6707a069b9f91dd1e2aa99bd12f;cfc929cd49e24589a6425d4ed95e7ffefc527f59570216e6739cfd0d90200cdc;0.12;Mirai;58724;32;arm;elf;little;c;1;1;1;14.67;0;0;0;0;1;0;0;0;0;15.18;0.46;152;451;115;../dataset2/NewMalware/files/c2b5902e-505d-4a19-9041-4c8e597e096f/stage1.dat
44a1d9f3017e6da8a2af7cb316cdfbc3c98062fb;ebb97c285b3bb2733755e344588e8d60ffe84c119f59442d9ee7a120f3a3d022;0.26;Gafgyt;82127;32;arm;elf;little;c;1;0;1;42.67;0;1;0;1;1;0;0;0;0;22.08;0.94;238;227;116;../dataset2/NewMalware/files/c850f10f-e1ea-4078-afea-debc4f3bd163/stage1.dat
45085c28f6585ae2dc10257595e82ee4d7f1d2a0;9527d949651a580e16843bb04ba977e4d46374b2733651c63efbf3a6ebf0e16a;0.29;Tsunami;102121;32;mips;elf;little;c;1;0;1;66.00;0;0;0;1;1;0;0;0;1;13.50;0.48;204;491;74;../dataset2/NewMalware/files/f0e67159-6990-48bc-ab6e-fa175a5e3858/stage2/besutomipsels
45460ceeac009f9f40cb6ee2164cb966f7a7c364;9331737f71476772db9c0ed9878dea253fcdf2289a2c20a1c22f78d487c7d7f5;0.76;;126021;32;arm;elf;little;c;1;0;1;80.00;1;1;1;1;1;1;1;1;1;19.65;1.97;271;262;207;../dataset2/NewMalware/files/4d02d779-b232-409c-ad7b-e33552e14dd3/stage2/apache2
45e1d9f0a897a810f933dc504dbd5afe8de82bb0;335df39ed535dc66807744afe18e9b00f0e7f9d5bab7d1d24dbaaa4ccc9a1d53;0.09;Mirai;50420;32;ppc;elf;big;c;1;1;1;0.00;0;0;0;0;1;0;0;0;0;13.89;0.45;152;305;95;../dataset2/mirai/335df39ed535dc66807744afe18e9b00f0e7f9d5bab7d1d24dbaaa4ccc9a1d53
464f8640afaed74d6e3d358169229db782aeaf8f;a4b1b042269d7d53297165eec9ecf6759d0fea282cf534891062a8e29d8a5a24;0.15;;28440;32;arm;elf;little;c;1;0;1;20.67;0;0;0;0;1;0;0;0;0;25.83;1.00;30;186;40;../dataset2/NewMalware/files/be7e42eb-55b5-4431-ac97-132cd2a67b8c/stage1.dat
46bb0a9597ef1a30309efb361ae701c422f91a69;918a3b38853e4557c003308e22f4251c1098f072ccb762925141d95c3c6670ac;0.09;Mirai;53012;32;arm;elf;little;c;1;1;1;0.67;0;0;0;0;1;0;0;0;0;17.73;0.59;153;351;118;../dataset2/NewMalware/files/faab5e06-ac15-4ae2-bb7e-b762d738fa36/stage1.dat
46d023fb937e3558d33d517b4610e962a8967c22;457add5b3d3f1ec96f821a6efa5f24788d64c4bd022da6b091f1163d9cb8812a;0.96;Gafgyt;164279;32;arm;elf;little;c;1;0;0;69.33;1;1;1;1;1;1;1;1;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/58acf3ff-7c35-4036-8a96-cbc3677a3d88/stage2/void_armv6l
46e61c2066d775f6e191942201bf43374f8edd6c;4a56fb2140821df16c0eaa8545a62778279a39891b92ac0ef07bef815a9a7697;0.76;;157876;32;arm;elf;little;c;1;0;1;76.67;1;1;1;1;1;1;1;1;1;17.03;1.65;303;271;194;../dataset2/NewMalware/files/1ee5d350-21dc-4009-99d8-ab9bcc1198b0/stage2/[cpu]
4703b5d24b3b5d62b06bc7e90a3a9cd125c371a7;07e6f190b168ecb506e90fb2503488ac2f680b82771889ff9cdafc6246743eb9;0.18;Mirai;45660;32;x86;elf;little;c;1;1;1;2.00;0;1;0;0;1;0;0;0;0;27.65;1.92;108;164;15;../dataset2/NewMalware/files/74e18a8b-ba9b-4e76-a4fd-90d6101b5a61/stage2/Josho.x86
4715338c9a5985788dd1bf8977febd6ea2ce2ab8;0e4841ee4ace7e174fb5ad6a4697cdeb36fc50aed05737c6dafa322649e494ec;0.44;;71441;32;x86;elf;little;c;1;0;1;60.00;1;1;0;1;1;1;0;0;0;27.71;2.30;201;217;135;../dataset2/NewMalware/files/d0ae39d3-a23a-4e30-a8ed-5d89d41ecbf7/stage2/wget
473cc947c3660aa94cfcc53f990d0cb99a8488e3;1727313b3a7e1a7cacd8ef6a7415f21c41fc7919c0a0a851f06ef32e8d926205;0.09;Mirai;68112;32;mips;elf;big;c;1;1;1;0.00;0;0;0;0;1;0;0;0;0;16.21;0.53;125;429;51;../dataset2/NewMalware/files/30a2142b-6885-44df-92d9-46241ffa21e4/stage1.dat
478f2ec61b130511bd62c41202e75ef2b59cd577;82df987ea33b2d7d99f300421d361c9e621bbc6a20cd4718f00914132b030071;0.15;;70948;32;arm;elf;little;c;1;1;1;18.67;0;0;0;0;1;1;0;0;0;17.78;0.43;206;361;152;../dataset2/NewMalware/files/5073c557-99df-493a-9896-100facd82910/stage1.dat
479d4fd64bbab6ccb1e7d22eac7b281590d2bf05;e58fd74c7718f52c48d5b0c99329588d6cce81b7b152fb8107372b4c940c0a9d;0.09;;63384;32;mips;elf;big;c;1;1;1;0.00;0;1;0;0;1;0;0;0;0;9.87;0.58;121;394;52;../dataset2/NewMalware/files/10a1bcba-4f00-4552-80ef-d29a7cebeea5/stage1.dat
47a061ec789187ed1cbde9a28449001540c8c431;a284228977a5e19498c0a46998031da804f0e2ffca07a9ad1045b496c20085c3;0.12;Mirai;78556;32;arm;elf;little;c;1;1;1;14.67;0;0;0;0;1;0;0;0;0;19.32;0.49;210;436;139;../dataset2/NewMalware/files/2eb608d2-10c0-4079-952d-36e7abc1509b/stage2/besuto.arm7
48038c5262371374bc0d4faea7c99a29c0907b95;b03a12ba84597321e633898e393c8030b1bcd362b1b4a9fe3f3b4d2163400c95;0.22;;49028;32;m68k;elf;big;c;1;1;0;14.67;0;0;0;1;1;1;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/f20b5c35-5ab5-4900-aeb5-ad817f89343b/stage1.dat
4854c56ebf3523f80d1a873ce8b6c01f1bdb8ae2;41483208aec91653b055fdfc787381441c13ac831935021add24fa64afee31c3;0.21;Mirai;90219;32;ppc;elf;big;c;1;0;1;56.67;0;0;0;0;1;1;0;0;0;10.74;0.92;208;490;108;../dataset2/NewMalware/files/7587a683-0890-4efd-b490-51e655d4caea/stage1.dat
497f718afde356f1c83c173a9ec0cde69410f043;acc9658bd610de37ff640e083e07dbf549ec2500dc185a6804133c92b4293c19;0.91;Gafgyt;121844;32;sparc;elf;big;c;1;1;0;49.33;1;1;1;1;1;1;1;1;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/fbc816c8-585b-4f6f-ac7c-c47895f2b313/stage2/botsparcfinal
4aea74a08d20d74bbc4710b7e34532b115250596;8da8cbcba50b90301e84c686a0c98b3347d15d5c62fe661d6daa392a5ed12ab1;0.26;Mirai;51196;32;x86;elf;little;c;1;1;1;4.00;0;1;0;0;1;0;0;0;0;34.34;4.02;112;184;17;../dataset2/NewMalware/files/29f9b7a6-013d-4453-b25f-a894d664bee5/stage1.dat
4af91377c14f894f1325f73cb639adcebf2e8a55;c2209358c0659bb3f337a5092cbab35770123d37e4e9a07b1b794958b578e976;0.35;;112178;32;mips;elf;big;c;1;0;1;58.00;1;1;0;1;1;1;0;0;0;15.67;0.57;198;423;73;../dataset2/NewMalware/files/e78e8f45-3275-4009-aab7-b23fc63e8e11/stage2/ntpd
4b2d9e7e8b696edcf0182f7e7095d977e47cd4fe;66d194f6fbda5eb25b61a57f10e5938c6f3d613094ae2140132d12965ba76843;0.76;Gafgyt;136067;32;arm;elf;little;c;1;0;1;72.67;1;1;1;1;1;1;1;1;0;20.80;1.65;262;251;170;../dataset2/NewMalware/files/75eb0d87-d70d-471b-a64f-4c7b4a29cecb/apache2
4bca3d8e18054aa9812a8a21bb07a6cbf6499a2f;dd9cec289ce4be72c955e8d3617d9ac6ab29b796a5fd57a2d2339dbf13e9fe73;0.29;;102121;32;mips;elf;big;c;1;0;1;65.33;0;0;0;1;1;0;0;0;1;13.35;0.48;204;497;74;../dataset2/NewMalware/files/f0e67159-6990-48bc-ab6e-fa175a5e3858/stage2/besutomipss
4c51e9e4f209996fd8ff3d92cf9d4e8810fb9dda;c018f7bb0495426879c34b6f6f8edb102da6c98bf349260fd3cb5f37b1dab590;0.65;;160056;32;sh;elf;little;c;1;0;0;68.67;1;1;1;1;1;0;0;0;0;0.00;0.00;NA;NA;NA;../dataset2/NewMalware/files/f06331d0-541b-4b92-a3cd-d2d34ba962aa/stage2/jhUOH
4c64aafe0c8cc4eefd61b6f0e8aaab166642f077;5e5641fa10696d6aaddaea6dc02a7794b2f8fb068b9547b17a608d8f089534bb;0.29;Mirai;128047;32;arm;elf;little;c;1;0;1;53.33;0;1;0;0;1;1;0;0;0;21.77;1.47;272;296;275;../dataset2/NewMalware/files/52db94cd-f027-4a15-b3bb-b0da337ab3b1/stage1.dat
4c88311a6c4c6d910eb7bebcb7b4145ab2d6a1c7;fa5d2e8cf98f1942e915c4a2327ba52c0720baf8fc1a1e33381e55bafeabffa6;0.18;Mirai;53852;32;x86;elf;little;c;1;1;1;8.67;0;0;0;0;1;0;0;0;0;29.90;1.09;117;182;37;../dataset2/mirai/fa5d2e8cf98f1942e915c4a2327ba52c0720baf8fc1a1e33381e55bafeabffa6
4ca1ac75c3b50d5dbd3e593e8fb44ebdd530b91e;81110eceb2476734ded37b587ab9e9d1bc347715223492029ad83fab31fa6223;0.74;Gafgyt;109248;32;ppc;elf;big;c;1;0;1;83.33;1;1;1;1;1;1;1;1;0;15.53;1.55;251;299;202;../dataset2/NewMalware/files/673abf15-d896-4803-b18d-14a66b9892ef/stage2/bassbootsppc
