007d875b4ba9bc6b178fbff3a57ba4281acc46da;469a4489ca6fd98ab8302a4f14ee44cece58252ab5954dffb0a3f08d3af40bf5;0.08;;56368;m68k;1;1;0;1909a47e40cb5a1b168805e93912fd135ec855f9;56201dc025ce772e27ca034334e20adc033ed5233d39a0f7c02f354305c356da;0.08;;56368;m68k;1;1;0;061
007d875b4ba9bc6b178fbff3a57ba4281acc46da;469a4489ca6fd98ab8302a4f14ee44cece58252ab5954dffb0a3f08d3af40bf5;0.08;;56368;m68k;1;1;0;23eb2a1244cc7a2866bf841a6d3d6f961a260151;3cae00ce2360d0b0d6dd2239c90cef4eaef0d88e5cf8b5d1319240a859964b6f;0.08;;56368;m68k;1;1;0;060
007d875b4ba9bc6b178fbff3a57ba4281acc46da;469a4489ca6fd98ab8302a4f14ee44cece58252ab5954dffb0a3f08d3af40bf5;0.08;;56368;m68k;1;1;0;859cd27125c8321267c34463170a83d7e17c6851;513da1602b1bc07f404b11a1aa80072c1977c336bbc49d8406080adfb23bd2c4;0.08;;56368;m68k;1;1;0;062
00ae708f8575f4507327d58ccb56de4449074e2e;283098e598fc3865c1cbab52f6f031e8e6a108321e668ce1b2f5b4d6b917e005;0.4;Tsunami;146503;arm;1;0;1;f6ec9f342add99f8201e728002244cf42d79f06a;87a4ba08210d9fd6cf0e136a55ac66334eaf4a940575575764c027ad0d980c57;0.4;Tsunami;146551;arm;1;0;1;071
017ddbe8a623a45b07f9af5e2870d3ca3ef9cfc4;82c553e2b9c044223e38f38d82667fa6da6db5e97eefdb88467cc1379d95ed28;0.72;;187046;mips;1;0;1;1fec1cc4bc9044d38a80c45d74ab796179ea7ec2;fe2086c6bde0f29a3497d1d51f8c3845f98a949b8541421bbece87952ece8c7e;0.72;;187046;mips;1;0;1;073
017ddbe8a623a45b07f9af5e2870d3ca3ef9cfc4;82c553e2b9c044223e38f38d82667fa6da6db5e97eefdb88467cc1379d95ed28;0.72;;187046;mips;1;0;1;7293375fc2e4e072c6117a23fa181296f7c36ef5;ed2a66482966ca34466966794dd8a7cf932135615153479b3e4270ff219fa9e6;0.72;;187046;mips;1;0;1;073
017ddbe8a623a45b07f9af5e2870d3ca3ef9cfc4;82c553e2b9c044223e38f38d82667fa6da6db5e97eefdb88467cc1379d95ed28;0.72;;187046;mips;1;0;1;80c070b6e9946e892f445f85afe1d41b9fdae837;20976ed870b4d7489ab848e957e136dfc37609123350538490cf1fe999e1c93b;0.72;Gafgyt;187046;mips;1;0;1;074
017ddbe8a623a45b07f9af5e2870d3ca3ef9cfc4;82c553e2b9c044223e38f38d82667fa6da6db5e97eefdb88467cc1379d95ed28;0.72;;187046;mips;1;0;1;c6a0bf583e700165706ca4d8d2a6f668d24fab98;e637b6f3d286e2611d0317c4a13a9ef5d35a93e30899c618d81835145ad39c41;0.72;;187046;mips;1;0;1;100
01a1a5d41cbe4440cc0d0bb35caac0ee696cb973;1ff3da0bb726a61b3cc362d0695fa01c722c51ae0a4923971509e8442bfcb6c0;0.8;Gafgyt;172385;arm;1;0;1;16a5b22937f848914fbcf214f3f604ee681bb733;3c173c63920652b2e4896e3d24c44a91c7dd502d63257db19c7339d0d4f496d9;0.8;;172385;arm;1;0;1;094
01a1a5d41cbe4440cc0d0bb35caac0ee696cb973;1ff3da0bb726a61b3cc362d0695fa01c722c51ae0a4923971509e8442bfcb6c0;0.8;Gafgyt;172385;arm;1;0;1;5a6dd7066d9a76a364ec129c3d7cb6e7079a393f;03063a3d9e22368250b0895e1cb669e44009388436411f4dc90b5edf4813fdf6;0.8;;172385;arm;1;0;1;084
01a1a5d41cbe4440cc0d0bb35caac0ee696cb973;1ff3da0bb726a61b3cc362d0695fa01c722c51ae0a4923971509e8442bfcb6c0;0.8;Gafgyt;172385;arm;1;0;1;9601127ac0e1eeae8295ee802e9697e81e256415;34bccb0d2a7966eea0fe0300dfc71a064ffead2a84be3d5dbc5cdab331800772;0.8;Gafgyt;172385;arm;1;0;1;081
01a1a5d41cbe4440cc0d0bb35caac0ee696cb973;1ff3da0bb726a61b3cc362d0695fa01c722c51ae0a4923971509e8442bfcb6c0;0.8;Gafgyt;172385;arm;1;0;1;a22b483486b3782fd03f1b1a31226963ea094e6e;30075d83e6bde722a3b3d9362e5722b4806076ff207d56fa6e00e11fe97d5ef2;0.8;;172385;arm;1;0;1;084
0236a8f385e5178780ec4bddc325e42ab6cf4246;9a7fcb6b570ebf3651013495481c33af6ffeca4337f47dfd8508e4dbf84888d4;0.2;Mirai;79932;mips;1;1;1;634d11df2039faccc2030dd7577f8c9e65926dd8;ff8234203f9094bc50454a3a700b062423f6b6f760d8d241ad06b49ea088f9ee;0.2;Mirai;79884;mips;1;1;1;054
0236a8f385e5178780ec4bddc325e42ab6cf4246;9a7fcb6b570ebf3651013495481c33af6ffeca4337f47dfd8508e4dbf84888d4;0.2;Mirai;79932;mips;1;1;1;821eff5abde8da0bf4cd6da24e2492826f90158e;9a79a5ebf82151534bfa361c579baaca0a6a6b1cd82625d40cf5372d022c24ba;0.2;Mirai;83868;mips;1;1;1;043
0236a8f385e5178780ec4bddc325e42ab6cf4246;9a7fcb6b570ebf3651013495481c33af6ffeca4337f47dfd8508e4dbf84888d4;0.2;Mirai;79932;mips;1;1;1;972e8c446db011dc8099cf97fc7bcfb6b2292771;600f1db2d52ef7d2d1316cabbc340d2464a716a916baafd17365a29e6770b314;0.2;Mirai;79772;mips;1;1;1;038
